timestamp,x,y,z
36:55.0,464,936,68
36:55.1,464,920,80
36:55.2,484,924,84
36:55.3,492,932,56
36:55.4,496,936,44
36:55.5,488,932,68
36:55.6,488,940,80
36:55.7,488,932,52
36:55.8,472,936,112
36:55.9,480,936,88
36:56.0,476,936,68
36:56.1,480,948,100
36:56.2,452,1012,76
36:56.3,456,972,176
36:56.4,500,856,156
36:56.5,528,832,144
36:56.6,516,884,72
36:56.7,524,924,132
36:56.8,536,904,124
36:56.9,500,972,300
36:57.0,444,928,164
36:57.1,468,936,132
36:57.2,484,932,144
36:57.3,504,936,160
36:57.4,492,924,104
36:57.5,496,920,124
36:57.6,496,932,132
36:57.7,484,932,140
36:57.8,488,924,144
36:57.9,488,932,148
36:58.0,496,928,136
36:58.1,492,924,136
36:58.3,492,920,128
36:58.4,492,920,124
36:58.5,484,936,188
36:58.6,496,1064,-40
36:58.7,512,1020,200
36:58.8,444,944,312
36:58.9,504,1104,268
36:59.0,496,708,-144
36:59.1,452,832,324
36:59.2,508,764,-332
36:59.3,496,1012,340
36:59.4,440,1020,388
36:59.5,424,1084,352
36:59.6,400,1088,340
36:59.7,380,1168,304
36:59.8,392,684,-108
36:59.9,380,1068,352
37:00.0,336,1132,308
37:00.1,480,1260,240
37:00.2,412,872,168
37:00.3,404,1004,76
37:00.4,468,840,224
37:00.5,516,828,372
37:00.6,464,844,-68
37:00.7,432,1024,-76
37:00.8,424,1080,132
37:00.9,380,1024,204
37:01.0,428,996,108
37:01.1,440,960,76
37:01.2,408,956,56
37:01.3,412,964,52
37:01.4,428,964,80
37:01.5,408,968,48
37:01.6,412,972,68
37:01.7,404,972,44
37:01.8,412,968,48
37:01.9,412,972,52
37:02.0,420,972,48
37:02.1,408,972,36
37:02.2,412,972,40
37:02.3,412,972,24
37:02.4,424,960,52
37:02.6,432,976,64
37:02.7,424,972,28
37:02.8,420,964,20
37:02.9,420,964,32
37:03.0,416,964,36
37:03.1,428,964,16
37:03.2,424,964,24
37:03.3,428,968,24
37:03.4,424,964,24
37:03.5,424,972,36
37:03.6,424,968,24
37:03.7,424,968,28
37:03.8,428,964,44
37:03.9,424,968,36
37:04.0,428,964,24
37:04.1,428,968,24
37:04.2,432,972,36
37:04.3,424,968,20
37:04.4,420,972,36
37:04.5,420,968,28
37:04.6,428,956,20
37:04.7,428,960,36
37:04.8,436,972,36
37:04.9,472,964,0
37:05.0,432,964,40
37:05.1,440,960,24
37:05.2,440,972,16
37:05.3,432,964,40
37:05.4,436,960,72
37:05.5,436,960,44
37:05.6,436,972,36
37:05.7,432,964,32
37:05.8,432,968,40
37:05.9,380,1056,-4
37:06.0,380,1012,64
37:06.1,480,876,100
37:06.2,536,832,124
37:06.3,520,912,136
37:06.4,516,912,64
37:06.5,500,928,92
37:06.6,456,920,44
37:06.7,476,972,-48
37:06.8,460,968,-84
37:07.0,480,952,-64
37:07.1,460,952,-24
37:07.2,460,956,-32
37:07.3,460,960,8
37:07.4,448,960,0
37:07.5,452,912,20
37:07.6,296,844,48
37:07.7,408,968,160
37:07.8,440,924,320
37:07.9,388,860,12
37:08.0,308,1108,-188
37:08.1,236,1172,-24
37:08.2,16,1340,-136
37:08.3,-4,1092,-128
37:08.4,-44,1056,-120
37:08.5,124,976,-88
37:08.6,284,948,-140
37:08.7,168,884,-28
37:08.8,92,916,-56
37:08.9,148,1184,-72
37:09.0,124,1024,-4
37:09.1,204,1296,-84
37:09.2,124,1072,-88
37:09.3,100,1032,-40
37:09.4,160,1004,-88
37:09.5,280,1012,-60
37:09.6,336,892,48
37:09.7,380,1008,-148
37:09.8,444,1020,-32
37:09.9,372,912,40
37:10.0,424,984,-28
37:10.1,404,980,136
37:10.2,580,948,8
37:10.3,512,884,-16
37:10.4,484,872,-4
37:10.5,452,968,44
37:10.6,496,956,4
37:10.7,504,896,-56
37:10.8,516,872,-24
37:10.9,516,884,-12
37:11.0,492,912,-160
37:11.1,484,948,-148
37:11.3,500,944,-124
37:11.4,508,928,-48
37:11.5,516,920,-28
37:11.6,528,912,-64
37:11.7,524,920,-60
37:11.8,524,928,-40
37:11.9,580,916,-40
37:12.0,672,920,-120
37:12.1,676,832,-176
37:12.2,668,752,-176
37:12.3,640,720,-220
37:12.4,588,812,-188
37:12.5,616,912,-124
37:12.6,476,908,-24
37:12.7,464,952,-128
37:12.8,512,1004,-56
37:12.9,552,944,196
37:13.0,640,892,-116
37:13.1,652,1020,-168
37:13.2,596,1064,32
37:13.3,568,1160,188
37:13.4,552,1180,184
37:13.5,496,996,156
37:13.6,480,1088,-352
37:13.7,492,1068,224
37:13.8,488,1160,168
37:13.9,480,1172,136
37:14.0,472,1284,148
37:14.1,500,1192,228
37:14.2,424,1004,-384
37:14.3,452,1216,116
37:14.4,448,1116,100
37:14.5,492,1184,56
37:14.6,472,1176,176
37:14.7,432,860,4
37:14.8,400,812,-212
37:14.9,388,812,-232
37:15.0,384,720,116
37:15.1,376,680,56
37:15.2,388,880,-276
37:15.3,388,1028,-20
37:15.4,360,932,76
37:15.5,324,1040,-52
37:15.7,380,1000,-128
37:15.8,356,952,12
37:15.9,364,952,-64
37:16.0,360,988,-12
37:16.1,384,976,-20
37:16.2,376,976,-28
37:16.3,384,976,-24
37:16.4,388,992,-12
37:16.5,388,988,-68
37:16.6,380,988,-48
37:16.7,384,988,8
37:16.8,376,988,-32
37:16.9,372,992,-36
37:17.0,372,984,-28
37:17.1,380,988,-28
37:17.2,376,988,-28
37:17.3,376,988,-40
37:17.4,372,992,-32
37:17.5,380,976,-4
37:17.6,388,984,-16
37:17.7,396,996,-4
37:17.8,392,988,-28
37:17.9,388,988,-20
37:18.0,396,1008,-68
37:18.1,396,1040,-88
37:18.2,424,964,-40
37:18.3,440,936,-24
37:18.4,464,940,-36
37:18.5,472,952,12
37:18.6,476,948,36
37:18.7,448,940,-32
37:18.8,516,960,-36
37:18.9,576,948,-44
37:19.0,608,896,-148
37:19.1,576,844,-100
37:19.2,612,896,-56
37:19.3,552,916,132
37:19.4,484,964,288
37:19.5,452,836,128
37:19.6,320,976,312
37:19.7,488,928,8
37:19.8,424,932,20
37:20.0,512,984,28
37:20.1,508,916,28
37:20.2,540,884,140
37:20.3,568,864,28
37:20.4,644,880,-36
37:20.5,632,824,-56
37:20.6,664,892,20
37:20.7,592,852,-44
37:20.8,592,876,28
37:20.9,572,884,32
37:21.0,580,872,60
37:21.1,580,876,20
37:21.2,568,876,-24
37:21.3,572,880,12
37:21.4,568,884,0
37:21.5,564,888,-4
37:21.6,572,900,16
37:21.7,572,892,16
37:21.8,568,888,20
37:21.9,568,924,64
37:22.0,588,948,-308
37:22.1,580,860,216
37:22.2,560,1104,-388
37:22.3,544,1116,304
37:22.4,600,1060,276
37:22.5,532,820,-640
37:22.6,544,1088,232
37:22.7,608,1136,184
37:22.8,560,676,292
37:22.9,620,912,232
37:23.0,620,1088,200
37:23.1,520,720,-352
37:23.2,584,976,-308
37:23.3,532,820,-480
37:23.4,572,984,24
37:23.5,516,708,-32
37:23.6,540,816,-20
37:23.7,544,880,16
37:23.8,568,888,16
37:23.9,572,884,40
37:24.0,556,884,16
37:24.1,568,884,44
37:24.2,560,896,16
37:24.4,564,892,40
37:24.5,564,892,16
37:24.6,560,888,8
37:24.7,564,888,32
37:24.8,572,892,28
37:24.9,564,892,-12
37:25.0,548,904,-20
37:25.1,540,912,-4
37:25.2,532,916,40
37:25.3,540,920,12
37:25.4,540,912,16
37:25.5,536,944,24
37:25.6,536,924,20
37:25.7,556,948,160
37:25.8,556,1008,208
37:25.9,536,568,-84
37:26.0,516,728,-644
37:26.1,540,832,336
37:26.2,496,460,88
37:26.3,384,284,268
37:26.4,464,596,380
37:26.5,424,316,220
37:26.6,532,340,368
37:26.7,560,716,264
37:26.8,552,628,236
37:26.9,576,700,416
37:27.0,508,816,-172
37:27.1,480,760,168
37:27.2,452,748,388
37:27.3,432,824,460
37:27.4,412,796,408
37:27.5,448,796,208
37:27.6,464,824,88
37:27.7,424,1012,84
37:27.8,436,976,28
37:27.9,440,944,108
37:28.0,396,984,60
37:28.1,396,948,96
37:28.2,372,904,56
37:28.3,296,1008,32
37:28.4,240,1036,56
37:28.5,204,1036,72
37:28.7,212,1016,76
37:28.8,196,1036,44
37:28.9,200,988,92
37:29.0,232,1000,48
37:29.1,172,1088,-104
37:29.2,140,1128,76
37:29.3,136,1176,288
37:29.4,132,1156,-172
37:29.5,104,1044,268
37:29.6,128,1056,-116
37:29.7,104,984,116
37:29.8,120,1068,-44
37:29.9,120,1056,-120
37:30.0,104,1040,-24
37:30.1,100,1040,136
37:30.2,92,1036,-40
37:30.3,108,1064,20
37:30.4,108,1100,32
37:30.5,160,1052,48
37:30.6,212,1020,152
37:30.7,176,1056,-4
37:30.8,188,1176,36
37:30.9,144,944,184
37:31.0,232,1016,140
37:31.1,224,1064,-12
37:31.2,244,1036,-32
37:31.3,260,980,-52
37:31.4,304,1008,-12
37:31.5,280,1000,-44
37:31.6,304,1008,-56
37:31.7,312,1032,-8
37:31.8,300,1016,8
37:31.9,292,1012,-32
37:32.0,280,1016,0
37:32.1,284,1016,12
37:32.2,288,1012,-16
37:32.3,284,1000,4
37:32.4,288,1024,-8
37:32.5,296,1020,12
37:32.6,288,1012,-28
37:32.7,288,1020,12
37:32.8,276,1016,-16
37:32.9,280,1012,-4
37:33.1,280,1016,16
37:33.2,280,1020,-4
37:33.3,308,1020,52
37:33.4,180,1060,28
37:33.5,228,1016,76
37:33.6,192,976,200
37:33.7,140,976,44
37:33.8,88,904,-228
37:33.9,40,980,-228
37:34.0,-36,988,-36
37:34.1,-80,1216,-140
37:34.2,-52,1064,28
37:34.3,-196,1116,-224
37:34.4,-300,1148,-92
37:34.5,-284,1024,136
37:34.6,-464,900,36
37:34.7,-448,908,172
37:34.8,-564,972,140
37:34.9,-828,1068,-312
37:35.0,-760,980,-148
37:35.1,-684,988,-268
37:35.2,-448,1052,-36
37:35.3,-348,936,-120
37:35.4,52,700,-180
37:35.5,76,796,-60
37:35.6,216,1028,260
37:35.7,36,1152,-140
37:35.8,48,1040,-52
37:35.9,128,912,-68
37:36.0,132,844,-60
37:36.1,-84,968,-56
37:36.2,-100,1132,-180
37:36.3,-36,1128,-12
37:36.4,-104,948,12
37:36.5,-84,1120,-180
37:36.6,-200,1164,-400
37:36.7,-168,1080,-60
37:36.8,-224,1000,-84
37:36.9,-312,980,-140
37:37.0,-160,964,60
37:37.1,-268,1140,76
37:37.2,-204,1060,4
37:37.4,-272,940,-104
37:37.5,-392,1080,72
37:37.6,-232,948,140
37:37.7,-164,908,152
37:37.8,-96,900,-32
37:37.9,-40,1104,-256
37:38.0,-112,916,-20
37:38.1,-268,852,-156
37:38.2,-384,868,-140
37:38.3,-492,856,-104
37:38.4,-600,876,-172
37:38.5,-660,884,-84
37:38.6,-660,848,-64
37:38.7,-768,764,-20
37:38.8,-740,824,-112
37:38.9,-740,1000,-44
37:39.0,-680,912,-84
37:39.1,-680,980,12
37:39.2,-552,1028,-20
37:39.3,-432,944,-32
37:39.4,-344,824,-176
37:39.5,-272,876,-16
37:39.6,-244,1000,-84
37:39.7,-168,956,-36
37:39.8,-224,1060,-104
37:39.9,-100,1040,8
37:40.0,-192,968,-28
37:40.1,-168,988,-60
37:40.2,-232,936,-32
37:40.3,-236,972,-36
37:40.4,-200,992,-88
37:40.5,-208,1112,-160
37:40.6,-316,1092,-164
37:40.7,-280,1032,-8
37:40.8,-276,1008,36
37:40.9,-312,944,12
37:41.0,-280,940,12
37:41.1,-324,952,-36
37:41.2,-344,936,0
37:41.3,-348,980,-104
37:41.4,-400,884,-28
37:41.5,-600,1136,-296
37:41.7,-564,1280,-4
37:41.8,-444,1076,72
37:41.9,-356,824,64
37:42.0,-104,848,8
37:42.1,-104,756,-40
37:42.2,-40,932,-392
37:42.3,132,1096,-232
37:42.4,-32,1024,-232
37:42.5,-204,1048,-200
37:42.6,-348,916,-24
37:42.7,-356,972,-12
37:42.8,-456,912,64
37:42.9,-592,892,-52
37:43.0,-692,844,-112
37:43.1,-684,888,-128
37:43.2,-748,872,-144
37:43.3,-660,756,-288
37:43.4,-512,776,-344
37:43.5,-456,796,-532
37:43.6,-480,848,-124
37:43.7,-468,512,-392
37:43.8,-544,848,64
37:43.9,-544,712,-352
37:44.0,-548,976,-264
37:44.1,-416,816,-196
37:44.2,-456,724,-252
37:44.3,-336,776,88
37:44.4,-256,820,-92
37:44.5,-108,1128,-348
37:44.6,-56,1192,-288
37:44.7,-40,1456,-340
37:44.8,-676,1024,132
37:44.9,-308,1172,-16
37:45.0,-212,1232,152
37:45.1,-180,1056,320
37:45.2,40,864,332
37:45.3,136,884,340
37:45.4,240,936,236
37:45.5,320,1044,-112
37:45.6,360,1008,244
37:45.7,272,896,184
37:45.8,440,964,-168
37:45.9,428,896,-24
37:46.1,424,888,140
37:46.2,476,940,0
37:46.3,440,900,168
37:46.4,444,888,-8
37:46.5,612,840,112
37:46.6,600,800,-144
37:46.7,544,872,-128
37:46.8,488,996,-20
37:46.9,488,920,20
37:47.0,456,948,60
37:47.1,424,972,64
37:47.2,440,988,88
37:47.3,460,972,48
37:47.4,448,1040,-56
37:47.5,444,1028,144
37:47.6,412,896,-208
37:47.7,424,884,168
37:47.8,444,1016,204
37:47.9,424,1140,164
37:48.0,420,1128,216
37:48.1,424,1068,272
37:48.2,420,1076,196
37:48.3,416,1100,180
37:48.4,408,1016,172
37:48.5,396,1044,136
37:48.6,404,1100,112
37:48.7,408,1112,60
37:48.8,428,1080,36
37:48.9,388,1048,52
37:49.0,396,1016,52
37:49.1,396,988,64
37:49.2,380,1004,40
37:49.3,384,988,28
37:49.4,388,980,52
37:49.5,380,988,28
37:49.6,376,972,48
37:49.7,376,988,36
37:49.8,380,988,36
37:49.9,380,984,32
37:50.0,380,976,52
37:50.1,384,980,8
37:50.2,412,944,52
37:50.3,464,908,20
37:50.5,368,964,-68
37:50.6,372,1000,16
37:50.7,332,992,68
37:50.8,272,996,120
37:50.9,232,1008,164
37:51.0,192,1032,132
37:51.1,156,1000,112
37:51.2,156,964,120
37:51.3,124,968,44
37:51.4,44,1104,52
37:51.5,-32,1208,128
37:51.6,-8,1136,148
37:51.7,12,1004,68
37:51.8,128,1036,148
37:51.9,148,1112,88
37:52.0,336,1100,124
37:52.1,168,948,92
37:52.2,208,936,136
37:52.3,208,1092,124
37:52.4,240,1048,104
37:52.5,288,1048,60
37:52.6,200,976,152
37:52.7,228,996,208
37:52.8,276,1028,164
37:52.9,260,972,240
37:53.0,300,996,192
37:53.1,368,1028,328
37:53.2,296,980,-108
37:53.3,336,1084,132
37:53.4,380,908,-4
37:53.5,380,936,-104
37:53.6,452,924,224
37:53.7,408,900,176
37:53.8,452,884,120
37:53.9,384,944,-20
37:54.0,380,1000,80
37:54.1,416,952,140
37:54.2,404,956,-64
37:54.3,388,1072,20
37:54.4,336,1144,12
37:54.5,332,1184,-36
37:54.6,396,1120,24
37:54.8,440,1012,-68
37:54.9,464,904,-56
37:55.0,468,864,28
37:55.1,456,884,80
37:55.2,452,916,124
37:55.3,464,944,104
37:55.4,436,944,112
37:55.5,480,956,60
37:55.6,464,932,72
37:55.7,476,932,64
37:55.8,464,956,96
37:55.9,444,944,156
37:56.0,440,1004,148
37:56.1,404,984,128
37:56.2,396,968,168
37:56.3,380,980,156
37:56.4,388,976,160
37:56.5,396,980,128
37:56.6,416,976,136
37:56.7,436,1004,172
37:56.8,460,932,92
37:56.9,460,924,152
37:57.0,480,924,188
37:57.1,476,920,196
37:57.2,456,956,172
37:57.3,456,1000,236
37:57.4,396,1072,204
37:57.5,528,984,-40
37:57.6,676,600,224
37:57.7,604,632,380
37:57.8,676,852,224
37:57.9,616,868,36
37:58.0,568,696,36
37:58.1,596,792,-56
37:58.2,580,764,-76
37:58.3,592,856,-16
37:58.4,584,888,-24
37:58.5,588,892,-44
37:58.6,608,860,16
37:58.7,600,856,-4
37:58.8,556,876,124
37:58.9,588,864,120
37:59.0,572,876,76
37:59.2,580,896,44
37:59.3,576,912,84
37:59.4,536,912,64
37:59.5,564,916,112
37:59.6,524,908,48
37:59.7,524,900,52
37:59.8,552,992,296
37:59.9,700,904,20
38:00.0,648,892,40
38:00.1,740,748,-88
38:00.2,648,840,108
38:00.3,628,904,32
38:00.4,548,892,48
38:00.5,532,912,184
38:00.6,484,948,136
38:00.7,468,864,216
38:00.8,360,916,204
38:00.9,424,876,156
38:01.0,320,1024,44
38:01.1,432,904,248
38:01.2,512,964,372
38:01.3,420,840,280
38:01.4,320,960,180
38:01.5,232,1068,220
38:01.6,252,860,228
38:01.7,224,892,264
38:01.8,292,1016,392
38:01.9,264,996,424
38:02.0,388,1184,588
38:02.1,348,1052,228
38:02.2,404,1164,84
38:02.3,456,1132,376
38:02.4,448,900,-16
38:02.5,468,1088,128
38:02.6,464,808,396
38:02.7,468,1056,108
38:02.8,456,1100,-236
38:02.9,452,1088,256
38:03.0,452,872,180
38:03.1,444,936,280
38:03.2,432,948,-68
38:03.3,492,808,268
38:03.5,456,740,480
38:03.6,452,752,540
38:03.7,460,736,460
38:03.8,452,724,472
38:03.9,440,888,168
38:04.0,552,808,308
38:04.1,496,876,172
38:04.2,432,928,276
38:04.3,408,896,260
38:04.4,376,992,316
38:04.5,376,944,340
38:04.6,412,984,256
38:04.7,344,1012,264
38:04.8,100,820,-20
38:04.9,272,920,348
38:05.0,280,784,412
38:05.1,124,876,432
38:05.2,252,848,364
38:05.3,104,924,392
38:05.4,76,876,436
38:05.5,132,924,428
38:05.6,184,956,276
38:05.7,160,1040,144
38:05.8,168,1080,68
38:05.9,188,1024,72
38:06.0,228,1024,72
38:06.1,236,1028,160
38:06.2,256,1028,152
38:06.3,272,1008,116
38:06.4,288,1004,120
38:06.5,272,1012,84
38:06.6,272,1024,40
38:06.7,280,1012,92
38:06.8,280,1020,64
38:06.9,280,1016,68
38:07.0,276,1020,96
38:07.1,288,1004,132
38:07.2,300,1004,112
38:07.3,332,1020,104
38:07.4,316,1028,24
38:07.5,260,892,152
38:07.6,188,916,580
38:07.7,-32,864,348
38:07.9,352,828,240
38:08.0,532,1148,24
38:08.1,464,1068,172
38:08.2,488,864,164
38:08.3,520,768,252
38:08.4,540,964,192
38:08.5,544,948,84
38:08.6,404,896,76
38:08.7,496,920,156
38:08.8,532,916,52
38:08.9,492,868,144
38:09.0,564,960,-16
38:09.1,516,916,-12
38:09.2,488,976,48
38:09.3,440,980,112
38:09.4,384,968,52
38:09.5,384,960,140
38:09.6,344,1000,8
38:09.7,376,972,44
38:09.8,356,1012,52
38:09.9,372,996,24
38:10.0,352,992,32
38:10.1,336,1004,56
38:10.2,344,1004,40
38:10.3,328,992,32
38:10.4,332,996,28
38:10.5,328,992,28
38:10.6,340,1008,28
38:10.7,328,996,32
38:10.8,340,992,32
38:10.9,324,1000,32
38:11.0,332,996,36
38:11.1,328,1020,28
38:11.2,360,1080,120
38:11.3,316,1064,152
38:11.4,336,1208,-4
38:11.5,312,1092,-268
38:11.6,272,924,224
38:11.7,272,896,-172
38:11.8,296,960,-164
38:11.9,248,1000,252
38:12.0,240,896,88
38:12.2,260,1040,104
38:12.3,268,1100,-16
38:12.4,252,1140,100
38:12.5,256,1136,172
38:12.6,252,1152,36
38:12.7,232,1020,184
38:12.8,236,1012,-132
38:12.9,228,924,-4
38:13.0,212,1012,140
38:13.1,172,1012,92
38:13.2,332,964,80
38:13.3,296,992,-28
38:13.4,312,996,0
38:13.5,292,1000,4
38:13.6,280,1008,24
38:13.7,284,1012,48
38:13.8,272,1028,12
38:13.9,284,1016,16
38:14.0,280,1016,24
38:14.1,280,1020,20
38:14.2,272,1020,-4
38:14.3,276,1008,32
38:14.4,272,1024,36
38:14.5,272,1024,32
38:14.6,288,1016,28
38:14.7,288,1024,-4
38:14.8,244,1032,-12
38:14.9,276,1080,176
38:15.0,280,1048,196
38:15.1,332,944,84
38:15.2,388,956,-28
38:15.3,432,968,-28
38:15.4,408,944,-124
38:15.5,452,924,-216
38:15.6,476,912,-68
38:15.7,444,944,-64
38:15.8,460,956,-52
38:15.9,448,968,-60
38:16.0,448,968,-28
38:16.1,444,956,-52
38:16.2,444,948,40
38:16.3,528,900,-208
38:16.4,640,844,-276
38:16.6,204,988,-340
38:16.7,176,1120,-104
38:16.8,200,1068,72
38:16.9,236,892,96
38:17.0,352,1036,116
38:17.1,184,1044,8
38:17.2,236,964,132
38:17.3,360,964,-148
38:17.4,416,1004,92
38:17.5,168,1000,28
38:17.6,136,1028,-44
38:17.7,136,1144,16
38:17.8,148,1148,312
38:17.9,108,1016,248
38:18.0,80,1112,-128
38:18.1,16,1108,28
38:18.2,12,1036,76
38:18.3,36,1016,60
38:18.4,108,1040,-28
38:18.5,192,876,52
38:18.6,132,892,-124
38:18.7,36,960,24
38:18.8,-228,1016,-496
38:18.9,-344,1020,176
38:19.0,-508,1064,-52
38:19.1,-316,1036,-232
38:19.2,-296,1032,-392
38:19.3,-156,920,-436
38:19.4,-280,848,-780
38:19.5,-700,1240,-192
38:19.6,-616,1260,-204
38:19.7,-664,1080,144
38:19.8,-488,940,456
38:19.9,-268,980,352
38:20.0,8,964,-104
38:20.1,128,764,-360
38:20.2,188,900,844
38:20.3,372,988,204
38:20.4,336,872,24
38:20.5,276,904,504
38:20.6,176,984,120
38:20.7,72,1068,-4
38:20.9,84,1040,80
38:21.0,316,928,80
38:21.1,312,836,376
38:21.2,188,1108,-180
38:21.3,136,1004,156
38:21.4,52,1032,4
38:21.5,76,932,-216
38:21.6,440,1036,596
38:21.7,328,708,88
38:21.8,252,1100,-20
38:21.9,284,964,-268
38:22.0,284,956,-160
38:22.1,432,936,-68
38:22.2,392,936,28
38:22.3,332,964,-60
38:22.4,288,988,-28
38:22.5,316,984,-8
38:22.6,348,984,-8
38:22.7,380,984,4
38:22.8,380,980,0
38:22.9,368,988,-32
38:23.0,392,984,16
38:23.1,404,956,68
38:23.2,416,968,24
38:23.3,404,972,-36
38:23.4,396,992,-12
38:23.5,256,1032,0
38:23.6,384,1048,220
38:23.7,388,960,96
38:23.8,384,948,-64
38:23.9,356,1000,-28
38:24.0,288,1020,-96
38:24.1,272,1008,-48
38:24.2,268,1004,-48
38:24.3,256,1020,-20
38:24.4,252,1024,-8
38:24.5,256,1028,-20
38:24.6,264,1016,-20
38:24.7,264,1020,-8
38:24.8,276,1012,-52
38:24.9,268,1000,-20
38:25.0,264,1028,60
38:25.1,268,1028,60
38:25.3,284,864,-352
38:25.4,256,704,40
38:25.5,252,588,-68
38:25.6,312,1016,-220
38:25.7,324,1080,36
38:25.8,344,1156,172
38:25.9,324,1180,64
38:26.0,312,1128,140
38:26.1,312,1048,116
38:26.2,288,1012,120
38:26.3,268,1064,-8
38:26.4,276,1040,0
38:26.5,304,1000,0
38:26.6,272,1056,-52
38:26.7,240,1092,-12
38:26.8,216,1120,-40
38:26.9,228,1100,-52
38:27.0,256,1032,-52
38:27.1,264,1008,-44
38:27.2,268,996,-28
38:27.3,272,992,-84
38:27.4,256,1036,-28
38:27.5,252,1016,-72
38:27.6,260,1008,-56
38:27.7,260,1012,-40
38:27.8,268,1024,-40
38:27.9,260,1024,-32
38:28.0,268,1016,-48
38:28.1,260,1016,-84
38:28.2,256,1024,-52
38:28.3,252,1028,-32
38:28.4,260,1028,-40
38:28.5,256,1012,-20
38:28.6,264,1020,-52
38:28.7,256,1020,-40
38:28.8,256,1032,-40
38:28.9,256,1036,-8
38:29.0,280,1044,-8
38:29.1,336,992,-180
38:29.2,336,940,-84
38:29.3,284,1000,-52
38:29.4,280,1040,-36
38:29.6,268,1032,-72
38:29.7,300,1016,-48
38:29.8,288,1016,-68
38:29.9,296,1016,-40
38:30.0,300,1016,-64
38:30.1,296,1016,-64
38:30.2,308,1012,-68
38:30.3,312,1016,-64
38:30.4,304,1016,-60
38:30.5,308,1004,-68
38:30.6,312,1036,16
38:30.7,332,1036,16
38:30.8,376,992,-120
38:30.9,304,896,-268
38:31.0,328,632,-304
38:31.1,444,676,-652
38:31.2,368,920,-428
38:31.3,324,1024,-204
38:31.4,332,1088,80
38:31.5,140,1032,-188
38:31.6,112,1336,556
38:31.7,260,836,32
38:31.8,272,740,-108
38:31.9,120,1016,-116
38:32.0,164,1004,212
38:32.1,352,704,-20
38:32.2,368,868,200
38:32.3,24,1040,136
38:32.4,-120,1164,32
38:32.5,-20,880,-8
38:32.6,424,1188,-208
38:32.7,196,1196,352
38:32.8,-216,1356,84
38:32.9,-100,1192,224
38:33.0,-116,864,372
38:33.1,412,816,140
38:33.2,80,1100,-60
38:33.3,356,888,60
38:33.4,492,756,-364
38:33.5,176,732,236
38:33.6,-72,1176,-72
38:33.7,-176,1204,-240
38:33.8,-40,852,196
38:34.0,180,960,-352
38:34.1,-456,1192,76
38:34.2,-240,1040,124
38:34.3,132,868,-332
38:34.4,200,1100,-160
38:34.5,100,1236,20
38:34.6,28,860,484
38:34.7,212,908,372
38:34.8,-104,1012,-4
38:34.9,44,1232,-8
38:35.0,128,824,128
38:35.1,488,924,-164
38:35.2,416,1064,608
38:35.3,280,1092,64
38:35.4,284,572,32
38:35.5,516,760,-200
38:35.6,-264,1268,536
38:35.7,-204,1272,-72
38:35.8,60,764,-236
38:35.9,364,1056,-600
38:36.0,-216,1176,-64
38:36.1,-96,852,-156
38:36.2,360,1076,68
38:36.3,-92,1088,108
38:36.4,-184,1296,-76
38:36.5,-32,756,-148
38:36.6,176,1036,-844
38:36.7,-300,1084,176
38:36.8,-136,712,292
38:36.9,116,1120,-504
38:37.0,-24,1216,36
38:37.1,-208,1140,124
38:37.2,-124,948,-136
38:37.3,188,1200,-72
38:37.4,-144,940,-180
38:37.5,-12,980,-128
38:37.6,104,900,-116
38:37.7,444,856,-60
38:37.8,-28,804,-432
38:37.9,-124,1188,60
38:38.0,-68,1120,-28
38:38.1,60,916,316
38:38.3,272,920,316
38:38.4,-16,1236,-104
38:38.5,-44,1136,-36
38:38.6,-32,1004,-20
38:38.7,-8,932,280
38:38.8,-248,1108,272
38:38.9,-116,1072,-88
38:39.0,36,992,-280
38:39.1,180,1196,364
38:39.2,-28,1124,72
38:39.3,8,788,264
38:39.4,212,1092,-388
38:39.5,-80,1136,-320
38:39.6,-8,1008,104
38:39.7,48,772,-120
38:39.8,276,1012,424
38:39.9,76,1104,-300
38:40.0,92,696,124
38:40.1,408,900,-112
38:40.2,-244,1468,-712
38:40.3,-28,1400,-188
38:40.4,28,820,-672
38:40.5,-16,1428,776
38:40.6,36,1224,-244
38:40.7,152,572,-292
38:40.8,-588,1304,-340
38:40.9,-104,1072,-340
38:41.0,320,1056,-940
38:41.1,76,1208,72
38:41.2,356,388,256
38:41.3,184,1212,740
38:41.4,264,1348,224
38:41.5,68,336,-808
38:41.6,832,900,376
38:41.7,388,752,196
38:41.8,312,1396,408
38:41.9,428,1336,96
38:42.0,40,408,-652
38:42.1,760,940,652
38:42.2,248,1152,72
38:42.3,296,1360,-564
38:42.4,264,1364,244
38:42.5,-20,696,-188
38:42.7,572,1368,-432
38:42.8,-68,1236,-548
38:42.9,104,596,20
38:43.0,-148,972,-92
38:43.1,-48,936,-152
38:43.2,52,772,-336
38:43.3,28,1104,260
38:43.4,136,832,408
38:43.5,-60,1136,-984
38:43.6,96,1432,588
38:43.7,-132,1096,228
38:43.8,-24,1116,-788
38:43.9,-140,1008,-628
38:44.0,48,680,368
38:44.1,-424,1084,-232
38:44.2,-120,1368,292
38:44.3,-340,1136,-156
38:44.4,-168,936,-420
38:44.5,12,1180,328
38:44.6,-80,1120,4
38:44.7,-128,956,8
38:44.8,40,924,-220
38:44.9,24,1112,-44
38:45.0,124,1184,176
38:45.1,-64,984,-280
38:45.2,-100,1080,-188
