timestamp,x,y,z
44:06.2,108,1084,60
44:06.3,16,1208,12
44:06.4,52,1164,16
44:06.5,108,1100,112
44:06.6,-208,1096,56
44:06.7,-172,1164,-80
44:06.8,-16,1140,180
44:06.9,68,964,180
44:07.0,-40,804,-152
44:07.1,-28,956,-36
44:07.2,-60,1128,-68
44:07.3,-12,912,12
44:07.4,8,912,-72
44:07.5,-444,908,-288
44:07.6,-480,792,-40
44:07.7,-716,876,20
44:07.8,-692,888,-56
44:07.9,-688,844,52
44:08.0,-916,808,88
44:08.1,-704,756,-304
44:08.2,-844,740,-40
44:08.3,-824,692,-124
44:08.4,-748,744,-84
44:08.5,-776,580,-48
44:08.6,-856,496,-44
44:08.7,-824,548,-156
44:08.9,-856,680,-164
44:09.0,-824,676,-96
44:09.1,-764,608,-148
44:09.2,-764,624,-124
44:09.3,-780,640,-48
44:09.4,-804,632,-124
44:09.5,-792,700,-4
44:09.6,-756,748,-124
44:09.7,-752,624,-32
44:09.8,-692,604,-128
44:09.9,-752,816,-212
44:10.0,-812,644,-116
44:10.1,-784,624,-112
44:10.2,-748,576,-120
44:10.3,-920,672,-24
44:10.4,-776,560,-44
44:10.5,-776,548,-212
44:10.6,-768,772,-136
44:10.7,-760,772,-20
44:10.8,-728,664,0
44:10.9,-720,664,8
44:11.0,-732,728,-24
44:11.1,-716,768,4
44:11.2,-740,668,-32
44:11.3,-760,708,24
44:11.4,-672,784,-52
44:11.5,-672,836,140
44:11.6,-652,592,148
44:11.7,-672,620,-60
44:11.8,-660,860,-120
44:11.9,-756,792,20
44:12.0,-676,656,-28
44:12.1,-680,664,-16
44:12.2,-828,696,212
44:12.3,-632,568,-144
44:12.4,-696,736,-68
44:12.5,-620,848,-80
44:12.6,-692,844,168
44:12.7,-672,800,-8
44:12.8,-652,768,-36
44:12.9,-680,848,92
44:13.0,-688,816,104
44:13.1,-612,1008,-224
44:13.3,-720,1044,-112
44:13.4,-716,932,40
44:13.5,-360,1088,64
44:13.6,-312,960,60
44:13.7,-120,820,-88
44:13.8,0,868,28
44:13.9,52,1060,204
44:14.0,-12,988,312
44:14.1,136,936,-152
44:14.2,172,976,52
44:14.3,184,1072,180
44:14.4,144,1032,76
44:14.5,180,1032,44
44:14.6,176,1064,12
44:14.7,224,1072,-60
44:14.8,316,976,-36
44:14.9,304,964,8
44:15.0,332,976,24
44:15.1,368,996,40
44:15.2,260,1032,80
44:15.3,268,992,100
44:15.4,240,988,100
44:15.5,216,1008,64
44:15.6,236,988,68
44:15.7,316,976,84
44:15.8,292,972,60
44:15.9,260,920,28
44:16.0,120,1032,72
44:16.1,64,1108,204
44:16.2,16,1080,32
44:16.3,64,1108,148
44:16.4,92,1088,168
44:16.5,244,924,256
44:16.6,192,1020,-144
44:16.7,-72,1120,-148
44:16.8,84,1136,56
44:16.9,52,1056,-32
44:17.0,96,912,56
44:17.1,204,1020,316
44:17.2,-144,904,132
44:17.3,-144,952,68
44:17.4,-240,932,-228
44:17.6,-372,964,-60
44:17.7,-416,804,56
44:17.8,-680,900,-108
44:17.9,-592,904,-40
44:18.0,-556,944,52
44:18.1,-576,964,-76
44:18.2,-592,1064,-132
44:18.3,-676,1008,-116
44:18.4,-656,948,-76
44:18.5,-340,860,248
44:18.6,-132,780,52
44:18.7,-208,1152,76
44:18.8,-248,1236,32
44:18.9,-112,1016,132
44:19.0,-40,972,-4
44:19.1,36,992,-52
44:19.2,36,1008,112
44:19.3,-20,1028,-96
44:19.4,164,984,168
44:19.5,144,932,384
44:19.6,80,968,-68
44:19.7,168,1196,80
44:19.8,40,1132,252
44:19.9,88,932,120
44:20.0,64,984,-132
44:20.1,100,1008,36
44:20.2,8,1212,200
44:20.3,-100,1064,-4
44:20.4,80,1004,-144
44:20.5,-64,960,168
44:20.6,-100,1008,-84
44:20.7,-64,1312,20
44:20.8,-32,1288,200
44:20.9,180,1160,-80
44:21.0,68,868,-176
44:21.1,156,780,192
44:21.2,-84,1100,168
44:21.3,-32,1108,-12
44:21.4,140,1076,-56
44:21.5,156,964,0
44:21.6,-76,1128,0
44:21.7,-68,1160,116
44:21.9,40,944,152
44:22.0,276,1044,-132
44:22.1,140,924,-12
44:22.2,8,1104,16
44:22.3,-32,1104,-8
44:22.4,200,892,276
44:22.5,320,944,328
44:22.6,120,940,48
44:22.7,136,1172,48
44:22.8,72,1040,-8
44:22.9,268,900,32
44:23.0,212,912,-308
44:23.1,336,864,232
44:23.2,-20,1148,100
44:23.3,64,1048,-4
44:23.4,260,1016,-84
44:23.5,296,952,100
44:23.6,-76,1228,12
44:23.7,4,1240,68
44:23.8,120,996,80
44:23.9,312,992,-340
44:24.0,260,880,476
44:24.1,-68,1248,92
44:24.2,-136,1156,-112
44:24.3,20,904,16
44:24.4,60,820,-52
44:24.5,-88,940,-180
44:24.6,40,1084,392
44:24.7,144,864,28
44:24.8,184,984,-344
44:24.9,244,1020,-188
44:25.0,-180,1144,20
44:25.1,-180,1144,36
44:25.2,168,960,88
44:25.3,172,916,88
44:25.4,-356,1268,-40
44:25.5,-176,1280,100
44:25.6,56,1020,100
44:25.7,228,1084,-348
44:25.8,312,948,324
44:25.9,-108,1180,132
44:26.0,-140,1120,-136
44:26.1,172,924,80
44:26.3,280,908,-20
44:26.4,-332,1232,164
44:26.5,-212,1264,64
44:26.6,56,912,164
44:26.7,304,968,-344
44:26.8,340,904,820
44:26.9,212,1092,212
44:27.0,76,920,60
44:27.1,432,924,96
44:27.2,232,844,296
44:27.3,-100,1416,-208
44:27.4,-108,1180,104
44:27.5,68,756,172
44:27.6,316,800,12
44:27.7,-52,1052,-32
44:27.8,-92,956,88
44:27.9,108,696,144
44:28.0,364,740,120
44:28.1,-132,896,88
44:28.2,-244,888,-92
44:28.3,-300,980,164
44:28.4,-364,776,12
44:28.5,-724,1060,132
44:28.6,-496,1204,-188
44:28.7,-648,1048,-24
44:28.8,-692,888,-144
44:28.9,-704,880,28
44:29.0,-564,988,4
44:29.1,-396,896,-60
44:29.2,-544,1024,0
44:29.3,-536,1076,-60
44:29.4,-360,1028,-132
44:29.5,-424,1068,-196
44:29.6,-232,1052,92
44:29.7,-224,900,292
44:29.8,-140,880,-44
44:29.9,36,940,-168
44:30.0,168,944,140
44:30.1,-56,1088,-252
44:30.2,-100,1184,16
44:30.3,64,1032,112
44:30.4,172,1036,-268
44:30.6,184,984,60
44:30.7,-44,980,-52
44:30.8,-116,1128,-52
44:30.9,68,988,132
44:31.0,168,1024,144
44:31.1,108,960,104
44:31.2,-72,1216,208
44:31.3,-140,1172,-172
44:31.4,40,956,116
44:31.5,224,984,-64
44:31.6,128,904,176
44:31.7,92,1144,56
44:31.8,48,1016,80
44:31.9,148,960,-152
44:32.0,144,952,80
44:32.1,-384,1444,88
44:32.2,-240,1264,24
44:32.3,16,912,4
44:32.4,32,916,-268
44:32.5,52,940,252
44:32.6,-64,1104,184
44:32.7,-140,1028,-24
44:32.8,100,1020,-68
44:32.9,84,976,64
44:33.0,-152,1372,-4
44:33.1,-164,1200,4
44:33.2,68,912,72
44:33.3,192,924,-300
44:33.4,208,920,232
44:33.5,76,1128,212
44:33.6,12,1012,88
44:33.7,308,928,-20
44:33.8,252,948,84
44:33.9,-40,1456,48
44:34.0,-112,1252,68
44:34.1,188,876,60
44:34.2,232,924,-436
44:34.3,96,1000,560
44:34.4,180,1104,128
44:34.5,156,836,180
44:34.6,364,860,60
44:34.7,20,944,48
44:34.8,8,1200,156
44:35.0,108,980,76
44:35.1,288,1016,-292
44:35.2,248,972,184
44:35.3,-148,1172,-40
44:35.4,-4,1104,-200
44:35.5,68,960,-128
44:35.6,204,892,-92
44:35.7,-324,1320,-8
44:35.8,-212,1204,40
44:35.9,48,916,76
44:36.0,144,976,-412
44:36.1,268,1032,204
44:36.2,-16,1128,180
44:36.3,108,896,128
44:36.4,236,824,164
44:36.5,112,932,292
44:36.6,108,1348,0
44:36.7,-56,1220,8
44:36.8,164,916,-132
44:36.9,268,876,-16
44:37.0,16,1124,24
44:37.1,20,1012,132
44:37.2,232,760,192
44:37.3,292,852,304
44:37.4,100,956,28
44:37.5,84,1240,-20
44:37.6,88,1040,128
44:37.7,280,936,-72
44:37.8,140,1004,56
44:37.9,-96,1172,-240
44:38.0,0,1088,40
44:38.1,132,852,108
44:38.2,224,884,120
44:38.3,28,896,-152
44:38.4,164,1204,92
44:38.5,96,1036,92
44:38.6,264,988,-196
44:38.7,152,956,128
44:38.8,-124,1080,-48
44:38.9,-100,1056,-24
44:39.0,68,900,20
44:39.1,136,904,248
44:39.2,-156,1012,-60
44:39.4,-96,1228,0
44:39.5,-40,972,-192
44:39.6,64,972,-192
44:39.7,52,1032,112
44:39.8,-80,1068,68
44:39.9,-36,1036,12
44:40.0,80,940,96
44:40.1,164,1032,-92
44:40.2,108,940,16
44:40.3,92,1180,148
44:40.4,32,1088,84
44:40.5,152,884,-16
44:40.6,288,880,-220
44:40.7,140,952,200
44:40.8,96,1064,148
44:40.9,88,976,100
44:41.0,200,1028,-136
44:41.1,100,1012,76
44:41.2,-136,1264,12
44:41.3,-148,1252,32
44:41.4,52,940,128
44:41.5,248,1076,-164
44:41.6,188,1052,156
44:41.7,-120,1136,144
44:41.8,-16,1088,24
44:41.9,120,916,144
44:42.0,360,1028,132
44:42.1,236,968,140
44:42.2,252,1260,88
44:42.3,48,1124,76
44:42.4,220,888,120
44:42.5,332,1000,-232
44:42.6,260,1024,-12
44:42.7,100,1088,120
44:42.8,124,1084,-72
44:42.9,172,896,12
44:43.0,420,876,220
44:43.1,116,948,72
44:43.2,172,1268,132
44:43.3,12,1124,100
44:43.4,184,860,84
44:43.5,328,908,-64
44:43.7,164,1100,-128
44:43.8,60,1096,72
44:43.9,24,1040,-32
44:44.0,124,900,20
44:44.1,204,936,200
44:44.2,72,1088,140
44:44.3,24,1144,52
44:44.4,-88,1136,-4
44:44.5,-8,980,176
44:44.6,212,1140,-180
44:44.7,116,1068,76
44:44.8,96,1004,104
44:44.9,64,992,132
44:45.0,40,1044,-32
44:45.1,100,992,20
44:45.2,280,1112,164
44:45.3,36,980,84
44:45.4,144,968,40
44:45.5,176,1036,8
44:45.6,144,1040,60
44:45.7,172,976,4
44:45.8,264,1036,276
44:45.9,12,1068,-296
44:46.0,24,968,20
44:46.1,44,1024,20
44:46.2,8,1056,-72
44:46.3,44,1136,36
44:46.4,-156,1180,-8
44:46.5,16,1120,152
44:46.6,72,1016,148
44:46.7,160,984,40
44:46.8,152,928,60
44:46.9,224,1100,-96
44:47.0,196,1092,48
44:47.1,240,1044,8
44:47.2,236,1008,60
44:47.3,244,1016,52
44:47.4,248,1028,12
44:47.5,208,1036,4
44:47.6,252,1040,112
44:47.7,272,1020,96
44:47.8,284,996,52
44:47.9,300,1000,24
44:48.1,280,1008,28
44:48.2,268,1024,52
44:48.3,268,1024,28
44:48.4,264,1016,32
44:48.5,236,1032,36
44:48.6,200,1028,160
44:48.7,228,1016,112
44:48.8,240,1000,16
44:48.9,204,1000,-8
44:49.0,176,1048,-64
44:49.1,164,1044,-56
44:49.2,164,1060,-28
44:49.3,160,1040,-36
44:49.4,180,1028,-8
44:49.5,200,1020,24
44:49.6,200,1024,24
44:49.7,212,1136,-168
44:49.8,228,1076,108
44:49.9,236,1076,96
44:50.0,236,1140,112
44:50.1,232,1020,24
44:50.2,236,988,-76
44:50.3,240,940,92
44:50.4,248,968,188
44:50.5,216,1040,-176
44:50.6,224,1020,-48
44:50.7,236,1008,-80
44:50.8,236,1016,112
44:50.9,252,1028,108
44:51.0,224,1032,-84
44:51.1,192,1008,-68
44:51.2,188,984,32
44:51.3,124,1000,-36
44:51.4,152,1048,-32
44:51.5,152,1056,-12
44:51.6,136,1036,-16
44:51.7,144,1032,-16
44:51.8,144,1032,0
44:51.9,164,1036,28
44:52.0,200,1000,-56
44:52.1,232,1024,-84
44:52.2,212,1040,-136
44:52.4,164,1060,-196
44:52.5,72,1072,-180
44:52.6,24,1076,-60
44:52.7,48,1072,-4
44:52.8,36,984,-96
44:52.9,40,912,112
44:53.0,-80,904,16
44:53.1,-156,1044,108
44:53.2,-180,1148,-68
44:53.3,-192,1036,-24
44:53.4,-264,916,-116
44:53.5,-364,964,20
44:53.6,-432,1028,-32
44:53.7,-484,964,-76
44:53.8,-552,952,-100
44:53.9,-616,960,-32
44:54.0,-528,944,-76
44:54.1,-656,956,44
44:54.2,-520,1036,-44
44:54.3,-384,1052,-40
44:54.4,-344,976,-24
44:54.5,-316,948,28
44:54.6,-264,956,-4
44:54.7,-236,976,-64
44:54.8,-228,984,-4
44:54.9,-228,1056,68
44:55.0,-196,1080,-56
44:55.1,-176,1044,-88
44:55.2,-220,984,-120
44:55.3,-112,972,-28
44:55.4,-160,1044,-56
44:55.5,-188,1008,8
44:55.6,-208,984,-40
44:55.7,-252,940,-20
44:55.8,-280,940,-72
44:55.9,-260,980,-124
44:56.0,-272,1060,-76
44:56.1,-320,1136,188
44:56.2,-288,1128,188
44:56.3,-232,1000,212
44:56.4,-184,960,120
44:56.5,-260,872,0
44:56.6,-228,920,36
44:56.8,-320,928,-24
44:56.9,-320,936,108
44:57.0,-404,960,-128
44:57.1,-444,904,-52
44:57.2,-528,828,36
44:57.3,-608,868,-80
44:57.4,-640,912,-72
44:57.5,-620,1016,-28
44:57.6,-584,948,76
44:57.7,-296,924,152
44:57.8,-392,836,-152
44:57.9,-496,772,68
44:58.0,-500,972,76
44:58.1,-516,1008,4
44:58.2,-576,996,404
44:58.3,564,872,-240
44:58.4,-44,816,348
44:58.5,-168,864,-136
44:58.6,-364,916,20
44:58.7,-484,900,-20
44:58.8,-524,808,12
44:58.9,-608,748,-64
44:59.0,-692,836,-64
44:59.1,-668,912,-40
44:59.2,-636,924,-28
44:59.3,-616,904,20
44:59.4,-588,780,112
44:59.5,-612,748,-24
44:59.6,-588,840,-8
44:59.7,-552,920,-92
44:59.8,-560,900,-40
44:59.9,-588,852,-72
45:00.0,-576,872,-12
45:00.1,-612,892,-36
45:00.2,-552,888,-56
45:00.3,-524,860,-168
45:00.4,-516,880,-188
45:00.5,-480,964,-124
45:00.6,-460,984,-48
45:00.7,-480,888,-140
45:00.8,-436,896,-140
45:00.9,-364,980,8
45:01.1,-372,1044,-60
45:01.2,-320,1176,-16
45:01.3,-280,1144,-56
45:01.4,-148,1040,92
45:01.5,-192,916,12
45:01.6,28,900,88
45:01.7,48,936,24
45:01.8,120,996,108
45:01.9,172,1048,76
45:02.0,296,1052,-56
45:02.1,256,960,-44
45:02.2,348,900,-52
45:02.3,440,852,0
45:02.4,448,912,-284
45:02.5,372,968,-44
45:02.6,252,1052,60
45:02.7,244,1060,12
45:02.8,244,1024,-20
45:02.9,296,956,-108
45:03.0,292,1032,-152
45:03.1,340,1088,320
45:03.2,248,1072,-4
45:03.3,280,1024,76
45:03.4,364,1032,48
45:03.5,300,1008,92
45:03.6,268,924,172
45:03.7,348,880,164
45:03.8,452,1040,140
45:03.9,488,1156,-40
45:04.0,472,1072,276
45:04.1,348,976,144
45:04.2,376,912,160
45:04.3,300,936,120
45:04.4,276,1008,-60
45:04.5,360,976,-152
45:04.6,392,1036,-152
45:04.7,504,936,88
45:04.8,416,980,92
45:04.9,468,988,32
45:05.0,388,928,28
45:05.1,408,1032,128
45:05.2,336,1040,16
45:05.3,312,1008,48
45:05.5,368,936,88
45:05.6,472,1016,52
45:05.7,424,1100,-36
45:05.8,260,980,196
45:05.9,564,896,36
45:06.0,352,968,56
45:06.1,496,928,100
45:06.2,440,948,88
45:06.3,376,936,184
45:06.4,388,944,68
45:06.5,384,952,-16
45:06.6,396,960,-36
45:06.7,436,924,44
45:06.8,516,944,108
45:06.9,456,988,76
45:07.0,388,956,-44
45:07.1,428,984,76
45:07.2,376,1004,32
45:07.3,256,1080,164
45:07.4,376,988,140
45:07.5,304,996,60
45:07.6,308,988,12
45:07.7,384,984,68
45:07.8,332,1012,64
45:07.9,332,984,88
45:08.0,376,972,84
45:08.1,384,984,84
45:08.2,356,992,4
45:08.3,432,992,52
45:08.4,388,988,108
45:08.5,344,980,104
45:08.6,372,940,132
45:08.7,416,988,228
45:08.8,388,976,136
45:08.9,344,968,220
45:09.0,328,980,192
45:09.1,336,960,164
45:09.2,372,964,176
45:09.3,368,972,148
45:09.4,356,956,152
45:09.5,336,996,216
45:09.6,356,980,68
45:09.8,388,976,64
45:09.9,328,1012,92
45:10.0,332,1012,132
45:10.1,328,988,164
45:10.2,336,988,164
45:10.3,296,984,116
45:10.4,288,1016,144
45:10.5,312,976,208
45:10.6,284,1000,136
45:10.7,268,976,144
45:10.8,252,1000,168
45:10.9,232,988,112
45:11.0,252,976,228
45:11.1,260,980,176
45:11.2,252,948,188
45:11.3,284,1028,200
45:11.4,252,1028,112
45:11.5,248,1012,128
45:11.6,264,992,116
45:11.7,180,940,60
45:11.8,112,844,84
45:11.9,-36,828,-8
45:12.0,-196,892,-40
45:12.1,-304,1128,-196
45:12.2,-312,1292,-112
45:12.3,-268,1112,-4
45:12.4,-248,936,-92
45:12.5,-248,900,-100
45:12.6,-400,832,-12
45:12.7,-428,764,-92
45:12.8,-648,792,8
45:12.9,-716,916,92
45:13.0,-696,900,-68
45:13.1,-760,900,24
45:13.2,-748,808,-32
45:13.3,-728,676,-76
45:13.4,-676,708,-68
45:13.5,-672,788,-96
45:13.6,-636,780,48
45:13.7,-644,844,16
45:13.8,-556,776,-132
45:13.9,-500,912,-32
45:14.0,-552,844,80
45:14.2,-576,1004,-108
45:14.3,-536,992,-96
45:14.4,-648,972,64
45:14.5,-500,928,12
45:14.6,-464,796,-116
45:14.7,-512,824,-8
45:14.8,-488,896,-24
45:14.9,-508,792,128
45:15.0,-552,704,204
45:15.1,-620,840,100
45:15.2,-652,824,196
45:15.3,-604,852,52
45:15.4,-620,800,148
45:15.5,-668,696,28
45:15.6,-656,752,192
45:15.7,-680,748,100
45:15.8,-724,740,176
45:15.9,-756,984,-32
45:16.0,-672,692,124
45:16.1,-776,588,-4
45:16.2,-760,604,28
45:16.3,216,1008,-1728
45:16.4,-236,880,-36
45:16.5,-488,768,12
45:16.6,-656,676,116
45:16.7,-620,640,140
45:16.8,-844,876,-112
45:16.9,-488,300,-1544
45:17.0,-708,592,-72
45:17.1,-804,892,-428
45:17.2,-852,956,-168
45:17.3,-776,836,-248
45:17.4,-644,912,-556
45:17.5,-752,436,72
45:17.6,-868,596,-496
45:17.7,-824,868,-392
45:17.8,-892,720,-24
45:17.9,-768,424,-52
45:18.0,-936,536,-552
45:18.1,-864,568,-316
45:18.2,-804,704,-424
45:18.3,-808,652,-168
45:18.5,-816,720,-292
45:18.6,-768,600,-540
45:18.7,-840,524,132
45:18.8,-744,580,-84
45:18.9,-952,456,540
45:19.0,-844,492,684
45:19.1,-764,372,552
45:19.2,-684,248,396
45:19.3,-724,904,692
45:19.4,-576,536,344
45:19.5,-572,508,560
45:19.6,-624,768,656
45:19.7,-628,700,576
45:19.8,-636,608,464
45:19.9,-692,580,384
45:20.0,-676,648,444
45:20.1,-748,676,260
45:20.2,-764,672,172
45:20.3,-788,504,344
45:20.4,-904,524,372
45:20.5,-868,436,260
45:20.6,-892,508,288
45:20.7,-724,440,224
45:20.8,-1008,804,300
45:20.9,-740,664,84
45:21.0,-728,352,236
45:21.1,-704,692,452
45:21.2,-608,716,212
45:21.3,-692,604,272
45:21.4,-732,640,224
45:21.5,-784,576,140
45:21.6,-784,600,-132
45:21.7,-880,680,208
45:21.8,-880,436,-60
45:21.9,-1004,440,-208
45:22.0,-932,372,-364
45:22.1,-1052,432,-324
45:22.2,-1032,348,-48
45:22.3,-972,308,44
45:22.4,-1012,196,-180
45:22.5,-1008,392,156
45:22.6,-748,304,-168
45:22.7,-756,284,-384
45:22.9,-832,424,-596
45:23.0,-672,572,-580
45:23.1,-648,504,-564
45:23.2,-1092,568,-436
45:23.3,-1048,760,-692
45:23.4,-852,500,-772
45:23.5,-1036,1268,-728
45:23.6,-1136,736,-708
45:23.7,-752,180,-444
45:23.8,-640,584,-1424
45:23.9,-596,376,-884
45:24.0,-684,396,-708
45:24.1,-456,612,-924
45:24.2,-588,156,-928
45:24.3,-280,-4,-1660
45:24.4,-264,160,-1340
45:24.5,-260,360,-756
45:24.6,-500,316,-1476
45:24.7,-476,292,-1096
45:24.8,-316,432,-804
45:24.9,-384,516,-412
45:25.0,-492,540,-904
45:25.1,-528,496,-412
45:25.2,-308,432,-1008
45:25.3,-628,568,-1276
45:25.4,-480,232,-1020
45:25.5,-252,476,-948
45:25.6,-272,448,-404
45:25.7,-308,480,-860
45:25.8,-352,724,-992
45:25.9,-172,636,-584
45:26.0,-196,628,-668
45:26.1,-380,712,-828
45:26.2,-560,864,-792
45:26.3,-408,272,-820
45:26.4,-336,188,-1008
45:26.5,-296,568,-1260
45:26.6,-364,432,-896
45:26.7,-436,400,-668
45:26.8,-512,508,-732
45:26.9,-532,456,-772
45:27.0,-496,420,-764
45:27.2,-424,488,-668
45:27.3,-284,532,-1204
45:27.4,-304,476,-732
45:27.5,-332,472,-1008
45:27.6,-420,428,-580
45:27.7,-292,832,-724
45:27.8,-276,680,-716
45:27.9,-320,588,-736
45:28.0,-376,500,-808
45:28.1,-364,484,-868
45:28.2,-408,468,-904
45:28.3,-468,380,-704
45:28.4,-540,400,-868
45:28.5,-472,464,-684
45:28.6,-440,396,-1084
45:28.7,-536,388,-868
45:28.8,-612,232,-856
45:28.9,-560,336,-960
45:29.0,-436,460,-1000
45:29.1,-448,744,-488
45:29.2,-424,964,-468
45:29.3,-664,1028,-140
45:29.4,-568,660,456
45:29.5,-524,324,20
45:29.6,-480,840,28
45:29.7,-448,852,-12
45:29.8,-588,684,212
45:29.9,-692,800,-236
45:30.0,-768,800,-236
45:30.1,-584,768,96
45:30.2,-580,832,244
45:30.3,-636,724,20
45:30.4,-444,760,140
45:30.5,-608,712,-8
45:30.6,-592,752,160
45:30.7,-656,840,32
45:30.8,-692,840,-12
45:30.9,-732,764,36
45:31.0,-720,740,20
45:31.1,-736,720,48
45:31.2,-692,716,124
45:31.3,-720,716,108
45:31.4,-740,732,36
45:31.6,-788,724,84
45:31.7,-760,748,44
45:31.8,-708,924,-8
45:31.9,-684,840,180
45:32.0,-700,848,188
45:32.1,-464,848,200
45:32.2,-472,496,384
45:32.3,-484,808,-736
45:32.4,-360,912,-268
45:32.5,-252,764,392
45:32.6,-436,620,-216
45:32.7,-472,628,-452
45:32.8,-512,764,-12
45:32.9,-532,896,64
45:33.0,-532,860,-180
45:33.1,-516,940,-44
45:33.2,-432,896,16
45:33.3,-384,860,4
45:33.4,-324,828,100
45:33.5,-292,904,88
45:33.6,-260,1012,20
45:33.7,-236,1032,4
45:33.8,-212,1060,-44
45:33.9,-212,972,8
45:34.0,-208,960,40
45:34.1,-224,1064,-72
45:34.2,-244,996,-40
45:34.3,-200,980,40
45:34.4,-228,1068,-24
45:34.5,-180,1044,12
45:34.6,-184,1000,16
45:34.7,-200,1004,4
45:34.8,-212,980,68
45:34.9,-172,940,4
45:35.0,-188,1084,-116
45:35.1,-200,1036,-128
45:35.2,-156,1080,-144
45:35.3,-288,1032,-100
45:35.4,-256,1200,-100
45:35.5,-144,1200,-208
45:35.6,-132,1068,-28
45:35.7,-80,892,-80
45:35.9,-32,904,56
45:36.0,104,928,12
45:36.1,152,992,-76
45:36.2,236,964,-28
45:36.3,256,984,104
45:36.4,196,1068,40
45:36.5,168,1008,128
45:36.6,156,1084,-48
45:36.7,256,1068,-12
45:36.8,244,1060,44
45:36.9,276,1016,96
45:37.0,324,920,124
45:37.1,240,1008,40
45:37.2,280,1052,208
45:37.3,296,980,148
45:37.4,260,980,96
45:37.5,292,1044,56
45:37.6,276,1072,64
45:37.7,324,1016,56
45:37.8,344,1004,48
45:37.9,352,988,24
45:38.0,404,980,48
45:38.1,368,972,20
45:38.2,408,964,24
45:38.3,400,944,72
45:38.4,424,956,8
45:38.5,412,948,52
45:38.6,420,968,44
45:38.7,432,956,60
45:38.8,448,960,32
45:38.9,448,952,84
45:39.0,440,916,56
45:39.1,456,972,188
45:39.2,448,932,160
45:39.3,420,900,64
45:39.4,428,892,64
45:39.5,440,924,148
45:39.6,472,952,136
45:39.7,416,900,-288
45:39.8,440,824,40
45:39.9,360,924,-88
45:40.0,180,1176,68
45:40.1,192,1156,-4
45:40.3,212,1068,92
45:40.4,240,1004,76
45:40.5,248,1016,72
45:40.6,224,1024,32
45:40.7,224,984,68
45:40.8,256,1032,92
45:40.9,200,1032,56
45:41.0,200,1020,16
45:41.1,196,1040,84
45:41.2,228,1044,76
45:41.3,180,1020,128
45:41.4,208,1016,192
45:41.5,208,1000,128
45:41.6,244,1020,124
45:41.7,192,1024,196
45:41.8,220,996,256
45:41.9,192,956,240
45:42.0,212,1048,228
45:42.1,112,1064,248
45:42.2,144,1008,320
45:42.3,156,984,288
45:42.4,116,920,212
45:42.5,176,1048,144
45:42.6,168,1092,120
45:42.7,156,964,84
45:42.8,232,992,236
45:42.9,216,976,100
45:43.0,228,988,124
45:43.1,248,984,208
45:43.2,212,1076,112
45:43.3,188,1048,188
45:43.4,224,1004,124
45:43.5,156,1072,148
45:43.6,156,1024,200
45:43.7,252,948,164
45:43.8,232,984,112
45:43.9,172,1052,92
45:44.0,204,1088,128
45:44.1,184,1028,152
45:44.2,200,1020,160
45:44.3,144,968,272
45:44.4,172,964,172
45:44.6,132,992,212
45:44.7,112,936,200
45:44.8,108,984,180
45:44.9,212,1024,-44
45:45.0,96,1028,-32
45:45.1,-140,1076,-96
45:45.2,-76,1244,-76
45:45.3,48,1192,96
45:45.4,132,1012,-236
45:45.5,44,952,-200
45:45.6,-24,972,-48
45:45.7,-8,1040,-108
45:45.8,-12,1064,8
45:45.9,-60,1024,-160
45:46.0,-76,1084,-168
45:46.1,-244,1104,60
45:46.2,-92,1148,-108
45:46.3,68,956,-228
45:46.4,100,804,-212
45:46.5,-4,1020,-296
45:46.6,-32,964,-116
45:46.7,-52,940,-52
45:46.8,-232,1140,-168
45:46.9,-188,1128,-280
45:47.0,-228,1192,-188
45:47.1,24,924,8
45:47.2,112,824,-20
45:47.3,76,968,76
45:47.4,8,984,100
45:47.5,-20,1012,92
45:47.6,240,1036,436
45:47.7,324,920,-48
45:47.8,384,940,-56
45:47.9,412,952,-68
45:48.0,396,980,-72
45:48.1,324,1008,-80
45:48.2,388,988,36
45:48.3,376,1012,0
45:48.4,284,1040,16
45:48.5,316,1052,48
45:48.6,272,920,68
45:48.7,360,972,188
45:48.8,444,1080,116
45:49.0,388,1044,-48
45:49.1,460,948,68
45:49.2,392,940,104
45:49.3,456,956,180
45:49.4,376,920,56
45:49.5,412,876,212
45:49.6,348,944,132
45:49.7,372,944,184
45:49.8,376,948,284
45:49.9,456,944,276
45:50.0,440,888,540
45:50.1,680,1108,256
45:50.2,580,976,504
45:50.3,428,984,340
45:50.4,376,912,360
45:50.5,296,932,416
45:50.6,236,972,408
45:50.7,308,872,436
45:50.8,356,924,356
45:50.9,400,936,436
45:51.0,448,912,400
45:51.1,440,920,432
45:51.2,580,876,628
45:51.3,420,880,508
45:51.4,380,844,472
45:51.5,340,848,428
45:51.6,344,872,484
45:51.7,360,836,408
45:51.8,324,912,400
45:51.9,304,876,444
45:52.0,316,888,464
45:52.1,336,892,420
45:52.2,316,884,412
45:52.3,352,900,436
45:52.4,364,944,356
45:52.5,488,908,428
45:52.6,484,860,352
45:52.7,416,888,472
45:52.8,332,924,424
45:52.9,332,904,520
45:53.0,424,840,468
45:53.1,424,836,424
45:53.3,408,876,416
45:53.4,452,828,412
45:53.5,404,856,400
45:53.6,348,916,520
45:53.7,372,832,488
45:53.8,376,824,428
45:53.9,372,848,452
45:54.0,336,796,408
45:54.1,300,864,412
